Country,Asse7,Completion #,Activation type,Supplier,Environment,Running status,Installation date,Start date,Failure date,ACLS Date,POOH date,Last Update,Run life,Start-up delay,Status Check,Date/Time Check,Ordinal Check,Max Installs,Last Install,Checks,Stop Index,Stop Group,Reason for Stop or POOH,Class,ESP Fail?,Tubing size (inch),Tubing Weight (PPF),Tubing Length (m MD RT),Intake depth (m MD),Intake depth (m TVD),Deviation at ESP (°),Gauge depth (m MD),Max well deviation (°),Distance intake perf (MD) (formula),Distance intake pump (TVD) (formula),Casing size (inch) (formula),Casing Weight (PPF) (formula),Venting (No/Flare/Flowline),Packer (Y/N),Packer Depth (m MD RT),Packer Vented (text),Shroud (Y/N),Y-Tool (Y/N),Pump Placement Rel. Producing Zone (text),Kevlar Protection (Y/N),Sandguard,Tubing Check Valve,Total number of stages,Pump series,Pump model,Number of pumps,Intake,Gas Device,Motor series,Motor type,PMM (Y/N),Number of motors,Total HP,Protector information,Number of protectors,Cable type (F/R),Cable size AWG,Lead (Y/N),Cable kV,Cable Armor,Cap Tube,Cable Details,Electrical supply (Grid/Group Electrogen/Turbine),Surface eqpt (Switchboard/MVD/VSD),Drive manufacturer,Drive,Drive rating (kVA),Total stops,Average Production (bwpd),Average Production (bopd),Average Production (bfpd),BSW (%),Sand (Y/N),GOR (scf/d),PIP (psi),THP (psi),Temperature intake (°C),H2S (Y/N),Chemical injection (Y/N),Usage Motor,Usage Pump,Usage Protector,Usage Intake,Usage Round,Usage Flat,Usage Gauge,Pump is NEW?
ARGENTINA,Y8PMX2,1,ESP,Unknown,Offshore,Pulled,24/01/1992,,09/10/1995,,25/10/1995,,1354,0,OK,OK,New Well,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,50,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,2,ESP,Unknown,Offshore,Pulled,29/10/1995,,29/10/1995,,07/11/1995,,0,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,130,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,3,ESP,Unknown,Offshore,Pulled,09/11/1995,,11/11/1995,,08/12/1995,,2,0,OK,OK,Normal,14,No,OK,48,Well,Low Productivity,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,90,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,4,ESP,Unknown,Offshore,Pulled,12/12/1995,,12/12/1995,,14/12/1995,,0,0,OK,OK,Normal,14,No,OK,48,Well,Low Productivity,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,63,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,5,ESP,Unknown,Offshore,Pulled,18/12/1995,,29/05/1996,,30/05/1996,,163,0,OK,OK,Normal,14,No,OK,48,Well,Low Productivity,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,125,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,6,ESP,Unknown,Offshore,Pulled,01/06/1996,,09/01/2000,,09/01/2000,,1317,0,OK,OK,Normal,14,No,OK,39,Unknown,Unknown,E,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,7,ESP,Unknown,Offshore,Pulled,13/01/2000,,27/01/2001,,08/02/2001,,380,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,8,ESP,Unknown,Offshore,Pulled,12/02/2001,,11/02/2002,,03/03/2002,,364,0,OK,OK,Normal,14,No,OK,14,Electric,Cable Failure,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,9,ESP,Unknown,Offshore,Pulled,07/03/2002,,08/12/2003,,09/12/2003,,641,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,10,ESP,Unknown,Offshore,Pulled,13/12/2003,,27/05/2004,,31/05/2004,,166,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,280,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,11,ESP,Unknown,Offshore,Pulled,04/06/2004,,26/07/2004,,29/07/2004,,52,0,OK,OK,Normal,14,No,OK,22,Human,Installation Mistake,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,304,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,12,ESP,QUAKER,Offshore,Pulled,02/08/2004,,18/10/2005,,25/10/2005,,442,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,GC2200,,,,,,N,,304,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,13,ESP,QUAKER,Offshore,Pulled,29/10/2005,,26/05/2007,,18/06/2007,,574,0,OK,OK,Normal,14,No,OK,35,Mechanical,"Pump Stuck, including scale",F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,GN3200,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX2,14,ESP,QUAKER,Offshore,ACLS,22/06/2007,,,18/04/2008,,,301,0,OK,OK,Normal,14,Yes,OK,39,Unknown,Unknown,E,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,89 + 67,,GN3200,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,1,ESP,Unknown,Offshore,Pulled,08/11/1990,,,14/12/1992,30/12/1992,,767,0,OK,OK,New Well,14,No,OK,47,Well,"Intake, pump, or tubing plugged",N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,50,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,2,ESP,Unknown,Offshore,Pulled,03/01/1993,,,07/04/1996,11/04/1996,,1190,0,OK,OK,Normal,14,No,OK,39,Unknown,Unknown,E,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,100,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,3,ESP,Unknown,Offshore,Pulled,15/04/1996,,,27/09/1997,06/10/1997,,530,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,130,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,4,ESP,Unknown,Offshore,Pulled,10/10/1997,,,16/04/1998,20/04/1998,,188,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,5,ESP,Unknown,Offshore,Pulled,24/04/1998,,,06/10/1998,27/10/1998,,165,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,6,ESP,Unknown,Offshore,Pulled,31/10/1998,,,19/05/2001,01/07/2001,,931,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,7,ESP,QUAKER,Offshore,Pulled,05/07/2001,,,16/06/2003,10/07/2003,,711,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,89 + 78,,GN3200,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,8,ESP,Unknown,Offshore,Pulled,14/07/2003,,,17/06/2004,19/06/2004,,339,0,OK,OK,Normal,14,No,OK,39,Unknown,Unknown,E,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,9,ESP,QUAKER,Offshore,Pulled,23/06/2004,,,13/09/2005,24/09/2005,,447,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,95 + 95 + 82,,GN4000,,,,,,N,,450,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,10,ESP,QUAKER,Offshore,Pulled,28/09/2005,,,05/11/2005,14/11/2005,,38,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,95 + 95 + 95,,GN4000,,,,,,N,,600,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,11,ESP,QUAKER,Offshore,Pulled,18/11/2005,,,08/09/2006,22/09/2006,,294,0,OK,OK,Normal,14,No,OK,38,Non ESP Failure,Tubing or comp acc failure,N,No,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,82 + 82 + 82,,GN4000,,,,,,N,,600,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,12,ESP,QUAKER,Offshore,Pulled,26/09/2006,,,12/04/2008,19/05/2008,,564,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,57 + 57 + 57,,S5000N,,,,,,N,,600,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,13,ESP,QUAKER,Offshore,Pulled,23/05/2008,,,08/10/2008,08/01/2009,,138,0,OK,OK,Normal,14,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,95 + 95 + 95,,GN4000,,,,,,N,,600,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX3,14,ESP,QUAKER,Offshore,ACLS,12/01/2009,,,31/07/2010,,,565,0,OK,OK,Normal,14,Yes,OK,39,Unknown,Unknown,N,No,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,95 + 95 + 95,,GN4000,,,,,,N,,600,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,1,ESP,Unknown,Offshore,Pulled,25/12/1989,,,17/10/1990,26/10/1990,,296,0,OK,OK,New Well,7,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,60,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,2,ESP,Unknown,Offshore,Pulled,30/10/1990,,,29/11/1992,22/12/1992,,761,0,OK,OK,Normal,7,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,105,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,3,ESP,Unknown,Offshore,Pulled,26/12/1992,,,10/01/1993,19/03/1993,,15,0,OK,OK,Normal,7,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,150,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,4,ESP,Unknown,Offshore,Pulled,23/03/1993,,,15/12/1993,19/08/1994,,267,0,OK,OK,Normal,7,No,OK,48,Well,Low Productivity,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,150,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,5,ESP,Unknown,Offshore,Pulled,23/08/1994,,,27/08/1994,21/12/1995,,4,0,OK,OK,Normal,7,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,240,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,6,ESP,Unknown,Offshore,Pulled,25/12/1995,,,25/07/1997,04/09/1997,,578,0,OK,OK,Normal,7,No,OK,39,Unknown,Unknown,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,125,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMX4,7,ESP,Unknown,Offshore,ACLS,08/09/1997,,,26/09/1997,,,18,0,OK,OK,Normal,7,Yes,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,100,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,1,ESP,Unknown,Offshore,Pulled,19/09/1990,,,20/09/1990,21/10/1990,,1,0,OK,OK,New Well,9,No,OK,7,Elective,ESP Downsize,E,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,105,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,2,ESP,Unknown,Offshore,Pulled,25/10/1990,,,04/06/1991,14/06/1991,,222,0,OK,OK,Normal,9,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,90,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,3,ESP,Unknown,Offshore,Pulled,18/06/1991,,,08/10/1992,23/12/1992,,478,0,OK,OK,Normal,9,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,85,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,4,ESP,Unknown,Offshore,Pulled,27/12/1992,,,29/07/1993,31/07/1993,,214,0,OK,OK,Normal,9,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,105,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,5,ESP,Unknown,Offshore,Pulled,04/08/1993,,,12/08/1993,25/08/1993,,8,0,OK,OK,Normal,9,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,125,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,6,ESP,Unknown,Offshore,Pulled,29/08/1993,,,06/04/1994,17/05/1994,,220,0,OK,OK,Normal,9,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,130,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,7,ESP,Unknown,Offshore,Pulled,21/05/1994,,,01/06/1995,23/06/1995,,376,0,OK,OK,Normal,9,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,115,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,8,ESP,Unknown,Offshore,Pulled,27/06/1995,,,06/01/1998,25/02/1998,,924,0,OK,OK,Normal,9,No,OK,23,Human,Operation,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,100,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMIXU7,9,ESP,Unknown,Offshore,ACLS,01/03/1998,,,01/07/1999,,,487,0,OK,OK,Normal,9,Yes,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,100,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,1,ESP,Unknown,Offshore,Pulled,03/05/1993,,,07/01/1995,13/11/1995,,614,0,OK,OK,New Well,24,No,OK,48,Well,Low Productivity,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,2,ESP,Unknown,Offshore,Pulled,17/11/1995,,,15/04/1996,16/04/1996,,150,0,OK,OK,Normal,24,No,OK,26,Mechanical,Broken Shaft or Coupling,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,150,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,3,ESP,Unknown,Offshore,Pulled,20/04/1996,,,16/05/1996,20/05/1996,,26,0,OK,OK,Normal,24,No,OK,48,Well,Low Productivity,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,105,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,4,ESP,Unknown,Offshore,Pulled,24/05/1996,,,16/01/1997,28/01/1997,,237,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,150,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,5,ESP,Unknown,Offshore,Pulled,01/02/1997,,,14/05/1997,19/05/1997,,102,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,195,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,6,ESP,Unknown,Offshore,Pulled,23/05/1997,,,25/07/1998,05/08/1998,,428,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,195,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,7,ESP,Unknown,Offshore,Pulled,09/08/1998,,,16/12/1998,20/12/1998,,129,0,OK,OK,Normal,24,No,OK,38,Non ESP Failure,Tubing or comp acc failure,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,8,ESP,Unknown,Offshore,Pulled,24/12/1998,,,08/02/1999,21/02/1999,,46,0,OK,OK,Normal,24,No,OK,39,Unknown,Unknown,S,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,9,ESP,Unknown,Offshore,Pulled,25/02/1999,,,01/05/2000,03/05/2000,,431,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,10,ESP,Unknown,Offshore,Pulled,07/05/2000,,,02/03/2001,28/03/2001,,299,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,11,ESP,Unknown,Offshore,Pulled,01/04/2001,,,13/02/2002,27/02/2002,,318,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,250,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,12,ESP,Unknown,Offshore,Pulled,03/03/2002,,,02/10/2002,23/10/2002,,213,0,OK,OK,Normal,24,No,OK,35,Mechanical,"Pump Stuck, including scale",F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,13,ESP,Unknown,Offshore,Pulled,27/10/2002,,,02/08/2003,05/10/2003,,279,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,,,,,,,,,N,,255,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,14,ESP,QUAKER,Offshore,Pulled,09/10/2003,,,03/01/2006,13/03/2006,,817,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,98 + 85,,GN2100,,,,,,N,,225,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,15,ESP,QUAKER,Offshore,Pulled,17/03/2006,,,03/11/2006,17/01/2007,,231,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,117+117,,GC4100,,,,,,N,,608,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,16,ESP,QUAKER,Offshore,Pulled,21/01/2007,,,10/04/2007,19/04/2007,,79,0,OK,OK,Normal,24,No,OK,46,Well,High BSW,S,No,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,60+85,,GN2100,,,,,,N,,180,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,17,ESP,GOONER,Offshore,Pulled,23/04/2007,,,30/09/2007,13/10/2007,,160,0,OK,OK,Normal,24,No,OK,46,Well,High BSW,S,No,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,179,,P47,2,,,,,N,,608,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,18,ESP,GOONER,Offshore,Pulled,17/10/2007,,,23/10/2007,12/11/2007,,6,0,OK,OK,Normal,24,No,OK,46,Well,High BSW,S,No,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,179,,P47,2,,,,,N,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,19,ESP,QUAKER,Offshore,Pulled,16/11/2007,,,19/11/2007,30/03/2009,,3,0,OK,OK,Normal,24,No,OK,46,Well,High BSW,S,No,"4,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,60+85,,GN2100,,,,,,N,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,20,ESP,QUAKER,Offshore,Pulled,03/04/2009,,,25/12/2009,13/02/2010,,266,0,OK,OK,Normal,24,No,OK,38,Non ESP Failure,Tubing or comp acc failure,N,No,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,176,513,GN2100,2,,,,,N,,240,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,21,ESP,GOONER,Offshore,Pulled,17/02/2010,,,18/06/2012,22/07/2012,,852,0,OK,OK,Normal,24,No,OK,26,Mechanical,Broken Shaft or Coupling,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,132,,P23,2,,,,,N,,304,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
ARGENTINA,Y8PMII,22,ESP,QUAKER,Offshore,Pulled,26/07/2012,,,20/11/2012,18/02/2013,,117,0,OK,OK,Normal,24,No,OK,16,Electric,Electric Failure - Unspecified,F,Yes,"3,5",,,,,,,,0,0,"9,625",47,,,,,,,,,N,,74 + 85,,SN2600,,,,,,N,,263,,,,,,,,,,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,Unknown
